#ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	DETECTION
NZ_LN877293.1	Bacteroides fragilis 86-5443-2-2	1	8600	AY372755_P1	bfmB/bfmC	PAIDB-REI	PMID:9038310,PMID:10542162,PMID:15342577
NZ_CP012907.1	Helicobacter pylori F79	1	3700	AB090082	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori F80	1	3700	AB090083	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori F92	1	3800	AB090084	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori G27	1	1200	AY136643	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori G39	1	1200	AY136644	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori Gambia94/24	1	1000	AF190658	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori Hong Kong	1	600	AY550124	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori HongKong209	1	200	AB056945	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori HongKong218	1	200	AB056946	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori HongKong222	1	200	AB056947	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori HongKong230	1	200	AB056948	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori HongKong246	1	200	AB056949	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Hp1	1	600	AF190661	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HU-TK	1	400	AF191003	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HU157	1	400	AF190999	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HU38	1	400	AF191000	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HU54	1	600	AF191011	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HU85	1	400	AF191001	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HUP B3	1	1000	AF190993	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori HUP B5	1	1200	AF190659	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India120A	1	1100	AF191014	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India17A	1	600	AF191016	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India19A	1	400	AF200689	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India29A	1	800	AF191013	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India47A	1	500	AF200690	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India48A	1	400	AF201074	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India66A	1	400	AF201075	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India75A	1	800	AF190663	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori India7A	1	700	AF191015	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori Italy329	1	200	AB056989	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori J166 isolate 31063-2.8/rOut1	1	5900	JQ685133	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate 31803-2.8/rOut2	1	6100	JQ685134	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate 31803-4moA/rOut3	1	6000	JQ685135	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate B16-2.2/mOut1	1	5900	JQ685136	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate B16-4.10/mOut3	1	4600	JQ685138	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate B16-4.7/mOut2	1	6100	JQ685137	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate B16-6.5/mOut4	1	5500	JQ685139	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J166 isolate MJ166sc3	1	6200	JQ685140	-	PAIDB-REI	PMID:23468628
NZ_CP012907.1	Helicobacter pylori J99	1	38200	NC_000921_P1	murI (glutamate racemase)	PAIDB-REI	PMID:14573673,PMID:9923682
NZ_CP012907.1	Helicobacter pylori JapanK1	1	200	AB056899	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK101	1	200	AB056928	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK12	1	200	AB056901	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK14	1	200	AB056902	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK18	1	200	AB056903	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK217	1	200	AB056929	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK25	1	200	AB056904	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK252	1	200	AB056930	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK26	1	200	AB056905	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK260	1	200	AB056931	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK269	1	200	AB056932	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK30	1	200	AB056906	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK31	1	200	AB056907	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK32	1	200	AB056908	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK34	1	200	AB056909	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK35	1	200	AB056910	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK41	1	200	AB056911	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK42	1	200	AB056912	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK43	1	200	AB056913	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK44	1	200	AB056914	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK46	1	200	AB056915	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK47	1	200	AB056916	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK48	1	200	AB056917	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK55	1	200	AB056918	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK61	1	200	AB056919	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK68	1	200	AB056920	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK69	1	200	AB056921	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK74	1	200	AB056922	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK80	1	200	AB056923	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK83	1	200	AB056924	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK85	1	200	AB056925	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK89	1	200	AB056926	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK9	1	200	AB056900	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanK96	1	200	AB056927	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanO552	1	200	AB056933	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JapanO873	1	200	AB056934	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori JF28	1	300	EF372909	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori JF90	1	300	EF372900	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori JS11	1	300	EF372899	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori JS3	1	300	EF372898	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori JS7	1	300	EF372908	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori JS8	1	300	EF372907	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Kazak1	1	200	AB056991	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Kazak2	1	200	AB056992	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Kazak3	1	200	AB056993	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea12	1	200	AB056938	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea2-2	1	700	AB057347	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea2-3	1	200	AB056935	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea23	1	200	AB056939	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea7	1	200	AB056936	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Korea9	1	200	AB056937	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori KR120	1	300	EF372906	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR17	1	300	EF372895	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR19	1	300	EF372902	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR24	1	300	EF372903	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR25	1	300	EF372904	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR42	1	300	EF372905	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori KR7	1	300	EF372901	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Lith4-1	1	400	AF084492	glr (glutamate racemase)	PAIDB-REI	PMID:9987107
NZ_CP012907.1	Helicobacter pylori Lith4-3	1	400	AF084493	glr (glutamate racemase)	PAIDB-REI	PMID:9987107
NZ_CP012907.1	Helicobacter pylori Lith5-1	1	400	AF084494	glr (glutamate racemase)	PAIDB-REI	PMID:9987107
NZ_CP012907.1	Helicobacter pylori LSU1062-1	1	1400	AM086402	glr (glutamate racemase)	PAIDB-REI	PMID:16352841
NZ_CP012907.1	Helicobacter pylori LSU1062-3	1	3400	AM086404	glr (glutamate racemase)	PAIDB-REI	PMID:16352841
NZ_CP012907.1	Helicobacter pylori MI355	1	1200	AY136637	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori NCTC 11637	1	3000	AB191103	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori NQ1315	1	500	AM086416	glr (glutamate racemase)	PAIDB-REI	PMID:16352841
NZ_CP012907.1	Helicobacter pylori NQ1712	1	500	AM086418	glr (glutamate racemase)	PAIDB-REI	PMID:16352841
NZ_CP012907.1	Helicobacter pylori NQ315	1	1300	AM086417	glr (glutamate racemase)	PAIDB-REI	PMID:16352841
NZ_CP012907.1	Helicobacter pylori OhioM6	1	1000	AF190992	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori OhioP46	1	900	AF190995	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori OK101	1	3500	AB090085	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori OK107	1	3800	AB090086	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OK109	1	3500	AB090087	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori OK111	1	3600	AB190937	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK112	1	37000	AB120425	glr (glutamate racemase)	PAIDB-REI	PMID:15184428
NZ_CP012907.1	Helicobacter pylori OK113	1	3000	AB191085	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK118	1	3500	AB190939	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK129	1	3500	AB090089	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori OK130	1	3600	AB190940	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK131	1	3000	AB191089	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK139	1	3600	AB190941	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK144	1	3600	AB190942	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK155	1	3600	AB190943	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK158	1	3500	AB190944	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK159	1	3500	AB190945	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK160	1	3600	AB190946	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK180	1	3600	AB190948	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK181	1	3400	AB190949	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK185	1	3600	AB190950	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK187	1	3600	AB190951	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK194	1	3500	AB190952	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK204	1	3600	AB190954	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori OK210	1	3600	AB190956	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM1006	1	300	AY430171	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM1014	1	400	AY430166	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM1016	1	400	AY430168	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM1020	1	200	AY430174	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM1034	1	400	AY430165	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori OM6004	1	400	AY430169	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori P12	1	40300	NC_011498_P1	-	PAIDB-REI	PMID:20478826
NZ_CP012907.1	Helicobacter pylori P466	1	400	AF191012	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori patient I (clone a)	1	600	AY571149	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient I (clone b)	1	600	AY571150	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient I (clone c)	1	600	AY571151	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient I (clone d)	1	600	AY571152	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient I (clone e)	1	600	AY571153	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient I (clone f)	1	600	AY571154	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone a)	1	1000	AY571155	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone b)	1	1000	AY571156	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone c)	1	1000	AY571157	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone d)	1	1000	AY571158	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone e)	1	1000	AY571159	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori patient II (clone f)	1	1000	AY571160	glr (glutamate racemase)	PAIDB-REI	PMID:16040995
NZ_CP012907.1	Helicobacter pylori Peru002B	1	900	AF190994	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori PGI/SKS/01/NUD/2011	1	300	JN022446	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori PJAP16A	1	400	AF191004	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori PJAP4A	1	400	AF191005	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori PJAP56A	1	400	AF191006	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori PJAP59A	1	400	AF191007	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori PJAP67A	1	400	AF191008	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori RHP901a	1	1200	AY136645	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori S49	1	300	EF372896	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori S50	1	300	EF372897	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori SS1	1	1200	AY136646	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori Sweden53	1	700	AF190662	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori Taiwan175	1	200	AB056940	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Taiwan179	1	200	AB056941	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Taiwan188	1	200	AB056942	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Taiwan190	1	200	AB056943	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Taiwan198	1	200	AB056944	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Thailand13A	1	200	AB056957	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Thailand15A	1	200	AB056958	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Thailand4A	1	200	AB056954	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Thailand7W	1	200	AB056955	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Thailand8W	1	200	AB056956	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA2754	1	200	AB056994	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA2773	1	200	AB056996	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA2781	1	200	AB056997	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA2791	1	200	AB056995	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA2794	1	200	AB056998	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori USA35	1	200	AB056990	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Vietnam2692	1	200	AB056950	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Vietnam2704	1	200	AB056951	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Vietnam2705	1	200	AB056952	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Vietnam2706	1	200	AB056953	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_LN824133.1	Klebsiella pneumoniae 1251	1	800	FJ212119	-	PAIDB-REI	PMID:19132082
NZ_LN824133.1	Klebsiella pneumoniae 2523	1	800	FJ212118	-	PAIDB-REI	PMID:19132082
NZ_LN824133.1	Klebsiella pneumoniae HS04160	1	6400	FJ389723	phe tRNA	PAIDB-REI	PMID:19921332
NZ_LN824133.1	Klebsiella pneumoniae HS04182	1	3700	FJ389722	phe tRNA	PAIDB-REI	PMID:19921332
NZ_LN824133.1	Klebsiella pneumoniae KR116	1	15400	JN181158	met56 tRNA	PAIDB-REI	PMID:22520965
NZ_CP009577.1	Listeria ivanovii ATCC 19119	1	300	AJ409322	prs/ldh	PAIDB-REI	PMID:11418331
NZ_CP009577.1	Listeria ivanovii ATCC 19119	1	10300	AJ004808	tRNA	PAIDB-REI	PMID:16390439
NZ_HG813249.1	Listeria monocytogenes EGD	1	6800	AJ007319	Not determined	PAIDB-REI	PMID:9862466
NZ_HG813249.1	Listeria monocytogenes F2365	1	1700	U25443	prs/ldh	PAIDB-REI	PMID:9541569
NZ_HG813249.1	Listeria monocytogenes L028	1	5600	M82881	prs/ldh	PAIDB-REI	PMID:1309513
NZ_HG813249.1	Listeria monocytogenes serovar 4b	1	1100	AJ002742	prs/ldh	PAIDB-REI	PMID:9045810
NZ_CP017560.1	Lysinibacillus sphaericus C3-41	1	16100	NC_010382_P1	-	PAIDB-REI	PMID:18296527
NZ_CP017560.1	Lysinibacillus sphaericus C3-41	1	9300	NC_010382_P2	-	PAIDB-REI	PMID:18296527
NZ_CP017560.1	Neisseria cinerea	1	3100	AF319536	Not published	PAIDB-REI	PMID:11179344
NZ_CP016017.1	Neisseria gonorrhoeae FA1090	1	2400	AF319529	Not published	PAIDB-REI	PMID:11179344
NZ_CP016017.1	Neisseria gonorrhoeae MS11	1	57400	AY803022	dif	PAIDB-REI	PMID:15752195
NZ_CP016017.1	Neisseria gonorrhoeae 2005	1	4300	AF411857	Not published	PAIDB-REI	
NC_014752.1	Neisseria lactamica	1	1800	AF319537	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis 44/76	1	1700	AF319527	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis 6083	1	5900	AF319533	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis FAM18	1	2500	AF319528	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis GA0929	1	4400	AF319532	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis NMB	1	1600	AF319530	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis Z5005	1	2700	AF319534	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis Z5035	1	7100	AF319535	Not published	PAIDB-REI	PMID:11179344
NZ_CP016684.1	Neisseria meningitidis MC58	1	34100	NC_003112_P1	NMB0066/NMB0100	PAIDB-REI	PMID:10710307
NZ_CP016684.1	Neisseria meningitidis MC58	1	32600	NC_003112_P2	NMB1746/NMB1775	PAIDB-REI	PMID:10710307
NZ_CP016684.1	Neisseria meningitidis 53442	1	11200	NC_010120_P2	-	PAIDB-REI	PMID:18031983
NC_005126.1	Photorhabdus luminescens W14	1	24400	AY144117	Not published	PAIDB-REI	PMID:12564983
NC_005126.1	Photorhabdus luminescens W14	1	35900	AF503504	tRNA-phe	PAIDB-REI	PMID:12136122,PMID:12564983
NC_005126.1	Photorhabdus luminescens W14	1	35300	AY144118	Not published	PAIDB-REI	PMID:12564983
NC_005126.1	Photorhabdus luminescens W14	1	127800	AF346500	tRNA-aspV	PAIDB-REI	PMID:11286884,PMID:12564983
NC_005126.1	Photorhabdus luminescens W14	1	47700	AY144116	Not published	PAIDB-REI	PMID:12564983
NZ_CP012889.1	Porphyromonas gingivalis W50	1	8600	AJ130872	Orf3/IS1126	PAIDB-REI	PMID:10024556
NZ_CP015347.1	Proteus mirabilis HI4320	1	92500	NC_010554_P1	tRNA-Phe	PAIDB-REI	PMID:18375554
NZ_LT673656.1	Pseudomonas aeruginosa 6077	1	81800	DQ437742	tRNA-Lys	PAIDB-REI	PMID:16707695
NZ_LT673656.1	Pseudomonas aeruginosa 19660	1	30400	DQ437743	tRNA-Lys	PAIDB-REI	PMID:16707695
NZ_LT673656.1	Pseudomonas aeruginosa PAK	1	19800	AF332547	flgL/fliC	PAIDB-REI	PMID:11481492,PMID:15090491,PMID:16740946
NZ_LT673656.1	Pseudomonas aeruginosa PSE9	1	3400	EF611306	-	PAIDB-REI	PMID:19025565
NZ_LT673656.1	Pseudomonas aeruginosa SG17M	1	128100	AF440524	tRNA-glu	PAIDB-REI	PMID:12426355
